"Action","Vendor GSL ID","Available To Ship Date (mm/dd/yyyy)","PO Number","PO Release Number","PO Line Number","PO Shipment Number","Item Number","Item Description","Total Quantity","Received Quantity","Open Quantity","Quantity Available To Ship","In Process Quantity","Need By Date (mm/dd/yyyy)","Promise Date (mm/dd/yyyy)","Destination Org","Unit Price Amount","Total Price","Currency Code","Buyer Name","Payment Term","Creation Date (mm/dd/yyyy)"
"NEW","S13010","07-08-2027","990506339","","1","1","84D735289ACG1","BUS RING ""TC""","8","","8","8","","10-04-2027","","GCM - Contagem Mfg","789.78","6318.24","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","06-07-2027","990506338","","1","1","84D735289ACG1","BUS RING ""TC""","8","","8","8","","09-01-2027","","GCM - Contagem Mfg","789.78","6318.24","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","05-11-2027","990506337","","1","1","84D735289ACG1","BUS RING ""TC""","8","","8","8","","08-05-2027","","GCM - Contagem Mfg","789.78","6318.24","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","04-26-2027","990506329","","1","1","84D735289ACG1","BUS RING ""TC""","8","","8","8","","07-21-2027","","GCM - Contagem Mfg","789.78","6318.24","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","04-12-2027","990506328","","1","1","84D735289ACG1","BUS RING ""TC""","7","","7","7","","07-07-2027","","GCM - Contagem Mfg","789.78","5528.46","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","07-08-2027","990506327","","1","1","84D735289ABG1","BUS RING ""TA""","8","","8","8","","10-04-2027","","GCM - Contagem Mfg","758.1","6064.8","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","06-07-2027","990506326","","1","1","84D735289ABG1","BUS RING ""TA""","8","","8","8","","09-01-2027","","GCM - Contagem Mfg","758.1","6064.8","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","05-11-2027","990506324","","1","1","84D735289ABG1","BUS RING ""TA""","8","","8","8","","08-05-2027","","GCM - Contagem Mfg","758.1","6064.8","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","04-26-2027","990506322","","1","1","84D735289ABG1","BUS RING ""TA""","8","","8","8","","07-21-2027","","GCM - Contagem Mfg","758.1","6064.8","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","04-12-2027","990506320","","1","1","84D735289ABG1","BUS RING ""TA""","6","","6","6","","07-07-2027","","GCM - Contagem Mfg","758.1","4548.6","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"CLOSED","S13010","02-13-2026","210436884","","1","1","8868241AAP16","Terminal 775/24","250","250","","","250","03-03-2026","05-08-2026","XMM - BAF Laredo","15.42","3855","USD","Celina Hernandez","Net 150 Qrtly","10-15-2025"
"CLOSED","S13010","03-20-2026","210439112","","1","1","8868241AAP16","Terminal 775/24","450","450","","","450","04-07-2026","05-15-2026","XMM - BAF Laredo","15.42","6939","USD","Celina Hernandez","Net 150 Qrtly","11-21-2025"
"CLOSED","S13010","04-17-2026","174231878","","1","1","9960282G1","Shunt","138","138","","","138","04-28-2026","04-28-2026","EEM-Erie Electronics Manufacturing","16.93","2336.34","USD","James Green","Net 150 Qrtly","08-20-2025"
"CLOSED","S13010","03-05-2026","210439110","","1","1","8868241AAP16","Terminal 775/24","450","450","","","450","03-23-2026","05-15-2026","XMM - BAF Laredo","15.42","6939","USD","Celina Hernandez","Net 150 Qrtly","11-21-2025"
"CLOSED","S13010","04-22-2026","174192549","","1","1","9960282G1","Shunt","115","115","","","115","05-01-2026","05-01-2026","EEM-Erie Electronics Manufacturing","16.93","1946.95","USD","James Green","Net 150 Qrtly","07-22-2025"
"CLOSED","S13010","04-22-2026","174258943","","1","1","9960283G1","Shunt","41","41","","","41","05-01-2026","05-01-2026","EEM-Erie Electronics Manufacturing","23.22","952.02","USD","James Green","Net 150 Qrtly","09-14-2025"
"CLOSED","S13010","02-19-2026","210437543","","1","1","8868241AAP16","Terminal 775/24","350","350","","","350","03-09-2026","05-15-2026","XMM - BAF Laredo","15.42","5397","USD","Celina Hernandez","Net 150 Qrtly","10-29-2025"
"CLOSED","S13010","03-12-2026","210439111","","1","1","8868241AAP16","Terminal 775/24","500","500","","","500","03-30-2026","05-15-2026","XMM - BAF Laredo","15.42","7710","USD","Celina Hernandez","Net 150 Qrtly","11-21-2025"
"CLOSED","S13010","04-22-2026","174265595","","1","1","482A946G2","Contact","14","14","","","14","05-01-2026","05-01-2026","EEM-Erie Electronics Manufacturing","36.98","517.72","USD","James Green","Net 150 Qrtly","09-18-2025"
"CLOSED","S13010","02-13-2026","210437960","","1","1","8868241AAP16","Terminal 775/24","350","350","","","350","03-03-2026","05-15-2026","XMM - BAF Laredo","15.42","5397","USD","Celina Hernandez","Net 150 Qrtly","11-05-2025"
"NEW","S13010","04-12-2027","990506291","","1","1","84D735289G1","BUS RING ""TB""","8","","8","8","","07-07-2027","","GCM - Contagem Mfg","769.99","6159.92","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","07-08-2027","990506295","","1","1","84D735289G1","BUS RING ""TB""","8","","8","8","","10-04-2027","","GCM - Contagem Mfg","769.99","6159.92","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","06-07-2027","990506294","","1","1","84D735289G1","BUS RING ""TB""","8","","8","8","","09-01-2027","","GCM - Contagem Mfg","769.99","6159.92","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","05-11-2027","990506293","","1","1","84D735289G1","BUS RING ""TB""","8","","8","8","","08-05-2027","","GCM - Contagem Mfg","769.99","6159.92","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"NEW","S13010","04-26-2027","990506292","","1","1","84D735289G1","BUS RING ""TB""","8","","8","8","","07-21-2027","","GCM - Contagem Mfg","769.99","6159.92","USD","Vitória Pereira","Net 150 Qrtly","04-27-2026"
"CLOSED","S13010","04-17-2026","174373148","","1","1","41A265399ACP1","CONNECTN STRIP","40","40","","","40","04-30-2026","04-30-2026","TXL - Texas Locomotive Manufacturing","14.86","594.4","USD","Tiffany DeMeritt","Net 150 Qrtly","12-18-2025"
"CLOSED","S13010","04-16-2026","174380271","","1","1","8868241AAP18","160x1057  St,1100/24-3/8,2h, Motor Lead Connector","81","81","","","81","05-01-2026","05-01-2026","Wabtec Plainfield Warehouse","30.01","2430.81","USD","Valeria Parra","Net 150 Qrtly","01-06-2026"
"CLOSED","S13010","04-22-2026","174235123","","1","1","84C620845P2","Terminal","10","10","","","10","05-01-2026","05-01-2026","EPM-B6","49.33","493.3","USD","James Green","Net 150 Qrtly","08-22-2025"
"CLOSED","S13010","04-21-2026","174333821","","1","1","84A234891G1","CABLE ASM","20","20","","","20","05-04-2026","05-04-2026","TXL - Texas Locomotive Manufacturing","45.8","916","USD","Tiffany DeMeritt","Net 150 Qrtly","11-13-2025"
"NEW","S13010","12-02-2026","174532556","","1","1","41B551088P1","Blow Out Coil","10","","10","10","","12-11-2026","","EEM-Erie Electronics Manufacturing","34.66","346.6","USD","Lori Scholl","Net 150 Qrtly","04-26-2026"
"NEW","S13010","09-21-2026","174532215","","1","1","41A279757P3","Support","46","","46","46","","09-30-2026","","EEM-Erie Electronics Manufacturing","8.76","402.96","USD","James Green","Net 150 Qrtly","04-26-2026"
"REVISED","S13010","07-03-2026","210442142","","1","1","8868241AAP16","Terminal 775/24","400","","400","400","","07-21-2026","08-04-2026","XMM - Monterrey","15.42","6168","USD","Celina Hernandez","Net 150 Qrtly","01-08-2026"
"REVISED","S13010","07-29-2026","174492292","","1","1","8868241AAP17","Terminal  St,925/24-3/8,2ho","137","","137","137","","08-07-2026","08-26-2026","EPM-B6","20.92","2866.04","USD","James Green","Net 150 Qrtly","03-27-2026"
"REVISED","S13010","02-19-2027","174350072","","1","1","9960190G5","Contact Tip Silver Cad-oxid","12","","12","12","","03-02-2027","01-05-2027","EEM-Erie Electronics Manufacturing","35.75","429","USD","James Green","Net 150 Qrtly","11-27-2025"
"REVISED","S13010","11-26-2027","174516089","","1","1","84B102593P1","Card Holder","18","","18","18","","12-07-2027","","EKD-B12","76.93","1384.74","USD","James Green","Net 150 Qrtly","04-15-2026"
"REVISED","S13010","02-19-2027","174390793","","1","1","336B640P7","Cont Arm","80","","80","80","","03-02-2027","01-05-2027","EEM-Erie Electronics Manufacturing","8.17","653.6","USD","Lori Scholl","Net 150 Qrtly","01-14-2026"
"CLOSED","S13010","04-22-2026","174414511","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","241","241","","","241","05-01-2026","04-22-2026","CLE - Cleveland Svc","21.7","5229.7","USD","Rosa Cantu","Net 150 Qrtly","02-03-2026"
"REVISED","S13010","04-29-2027","990498868","","1","1","84D735289ADG1","CONN. RING ""N""","8","","8","8","","07-26-2027","","GCM - Contagem Mfg","611.35","4890.8","USD","Vitória Pereira","Net 150 Qrtly","04-02-2026"
"REVISED","S13010","04-24-2026","990467415","","1","1","84D735289G1","BUS RING ""TB""","16","","16","16","","07-21-2026","07-31-2026","GCM - Contagem Mfg","769.99","12319.84","USD","Vitória Pereira","Net 150 Qrtly","10-05-2025"
"REVISED","S13010","05-22-2026","990477213","","1","1","84D735289ADG1","CONN. RING ""N""","8","","8","8","","08-18-2026","07-27-2026","GCM - Contagem Mfg","611.35","4890.8","USD","Vitória Pereira","Net 150 Qrtly","12-15-2025"
"CLOSED","S13010","02-23-2026","174311383","","1","1","8868241AAP16","Terminal 775/24","458","458","","","458","03-13-2026","04-22-2026","Wabtec Reno Warehouse","15.42","7062.36","USD","Valeria Parra","Net 150 Qrtly","10-24-2025"
"REVISED","S13010","04-09-2026","174350920","","1","1","8868241AAP16","Terminal 775/24","1220","","1220","1220","","04-24-2026","06-12-2026","Wabtec Plainfield Warehouse","15.42","18812.4","USD","Valeria Parra","Net 150 Qrtly","11-28-2025"
"REVISED","S13010","05-28-2026","174321704","","1","1","41C626910P1","Card Holder - 7 Slots","20","","20","20","","06-12-2026","07-31-2026","Wabtec Plainfield Warehouse","141.65","2833","USD","Valeria Parra","Net 150 Qrtly","11-04-2025"
"REVISED","S13010","05-20-2026","174314513","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","06-05-2026","06-26-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","10-28-2025"
"REVISED","S13010","06-04-2026","174378404","","1","1","9960190G2","Contact","860","","860","860","","06-24-2026","07-21-2026","Wabtec Reno Warehouse","62.11","53414.6","USD","Valeria Parra","Net 150 Qrtly","12-31-2025"
"REVISED","S13010","04-29-2026","174305169","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","05-15-2026","06-12-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","10-19-2025"
"REVISED","S13010","05-27-2026","174311191","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","34","","34","34","","06-12-2026","07-10-2026","LVR-Las Vegas NV-NC","21.7","737.8","USD","Rosa Cantu","Net 150 Qrtly","10-24-2025"
"REVISED","S13010","06-03-2026","174361407","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","06-19-2026","07-17-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","12-10-2025"
"REVISED","S13010","05-13-2026","174342918","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","05-29-2026","06-19-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","11-20-2025"
"NEW","S13010","07-08-2027","990506103","","1","1","84D735289ADG1","CONN. RING ""N""","8","","8","8","","10-04-2027","","GCM - Contagem Mfg","611.35","4890.8","USD","Vitória Pereira","Net 150 Qrtly","04-24-2026"
"NEW","S13010","06-14-2027","990506102","","1","1","84D735289ADG1","CONN. RING ""N""","8","","8","8","","09-08-2027","","GCM - Contagem Mfg","611.35","4890.8","USD","Vitória Pereira","Net 150 Qrtly","04-24-2026"
"NEW","S13010","05-14-2027","990506101","","1","1","84D735289ADG1","CONN. RING ""N""","8","","8","8","","08-10-2027","","GCM - Contagem Mfg","611.35","4890.8","USD","Vitória Pereira","Net 150 Qrtly","04-24-2026"
"CLOSED","S13010","04-23-2026","174299397","","1","1","41A326131P1","SPACER","240","240","","","240","05-04-2026","05-04-2026","EEM-Erie Electronics Manufacturing","13.79","3309.6","USD","James Green","Net 150 Qrtly","10-15-2025"
"CLOSED","S13010","04-17-2026","174286764","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","30","30","","","30","04-28-2026","04-28-2026","EKD-B12","33.96","1018.8","USD","James Green","Net 150 Qrtly","10-05-2025"
"ACCEPTED","S13010","01-19-2026","174196894","","2","1","84D718635G3","Bus Ring       T3","5","2","3","","5","01-28-2026","02-27-2026","CLE - Cleveland Svc","1539.44","7697.2","USD","Valeria Parra","Net 150 Qrtly","07-25-2025"
"CLOSED","S13010","01-19-2026","174319944","","2","1","84D718635G3","Bus Ring       T3","5","5","","","1","01-28-2026","02-06-2026","CLE - Cleveland Svc","1539.44","7697.2","USD","Valeria Parra","Net 150 Qrtly","11-02-2025"
"ACCEPTED","S13010","01-07-2026","174312430","","2","1","84D718635G4","Bus Ring       T0","5","1","4","1","4","01-16-2026","02-06-2026","CLE - Cleveland Svc","1767.69","8838.45","USD","Valeria Parra","Net 150 Qrtly","10-26-2025"
"CLOSED","S13010","01-07-2026","174312393","","2","1","84D718635G2","Bus Ring       T2","2","2","","","2","01-16-2026","02-13-2026","CLE - Cleveland Svc","1509.37","3018.74","USD","Valeria Parra","Net 150 Qrtly","10-26-2025"
"ACCEPTED","S13010","01-12-2026","174021868","","2","1","84D718635G1","Bus Ring       T1","5","2","3","","5","01-21-2026","03-06-2026","CLE - Cleveland Svc","1532.43","7662.15","USD","Valeria Parra","Net 150 Qrtly","03-02-2025"
"CLOSED","S13010","01-07-2026","174199618","","2","1","84D718635G4","Bus Ring       T0","5","5","","","5","01-16-2026","02-06-2026","CLE - Cleveland Svc","1767.69","8838.45","USD","Valeria Parra","Net 150 Qrtly","07-28-2025"
"CLOSED","S13010","01-07-2026","174193785","","2","1","84D718635G2","Bus Ring       T2","5","5","","","4","01-16-2026","02-13-2026","CLE - Cleveland Svc","1509.37","7546.85","USD","Valeria Parra","Net 150 Qrtly","07-23-2025"
"CLOSED","S13010","01-07-2026","174312392","","2","1","84D718635G1","Bus Ring       T1","4","4","","","4","01-16-2026","02-13-2026","CLE - Cleveland Svc","1532.43","6129.72","USD","Valeria Parra","Net 150 Qrtly","10-26-2025"
"CLOSED","S13010","04-03-2026","210441179","","1","1","8868241AAP16","Terminal 775/24","450","450","","","450","04-21-2026","04-21-2026","XMM - BAF Laredo","15.42","6939","USD","Celina Hernandez","Net 150 Qrtly","12-10-2025"
"CLOSED","S13010","03-27-2026","210440008","","1","1","8868241AAP16","Terminal 775/24","450","450","","","450","04-14-2026","04-22-2026","XMM - BAF Laredo","15.42","6939","USD","Celina Hernandez","Net 150 Qrtly","12-02-2025"
"CLOSED","S13010","04-10-2026","210440009","","1","1","8868241AAP16","Terminal 775/24","500","500","","","500","04-28-2026","04-28-2026","XMM - BAF Laredo","15.42","7710","USD","Celina Hernandez","Net 150 Qrtly","12-02-2025"
"CANCELLED","S13010","04-08-2026","174520192","","1","1","41C626910P1","Card Holder - 7 Slots","","","","","","04-17-2026","","EKD-Erie Kitting Distribution","141.65","708.25","USD","James Green","Net 150 Qrtly","04-17-2026"
"CLOSED","S13010","04-13-2026","174049611","","1","1","84C622950G1","Latch Asm","16","16","","","16","04-22-2026","04-22-2026","EKD-B12","115.48","1847.68","USD","James Green","Net 150 Qrtly","03-24-2025"
"CLOSED","S13010","04-10-2026","174266474","","1","1","41A264589G1","FINGER ASM","510","510","","","510","04-21-2026","04-21-2026","EEM-Erie Electronics Manufacturing","25.1","12801","USD","James Green","Net 150 Qrtly","09-18-2025"
"CLOSED","S13010","03-26-2026","174341369","","1","1","41A265399ACP1","CONNECTN STRIP","40","40","","","40","04-08-2026","04-08-2026","TXL - Texas Locomotive Manufacturing","14.86","594.4","USD","Tiffany DeMeritt","Net 150 Qrtly","11-19-2025"
"CLOSED","S13010","03-23-2026","210448120","","1","1","84C642135P2","Terminal Extension TB","5","5","","","5","04-08-2026","04-14-2026","XMM - Monterrey","190.78","953.9","USD","Celina Hernandez","Net 150 Qrtly","04-08-2026"
"CLOSED","S13010","02-17-2026","210445959","","1","1","84C642135P1","Terminal Extension TB","5","5","","","5","03-05-2026","04-14-2026","XMM - Monterrey","190.79","953.95","USD","Celina Hernandez","Net 150 Qrtly","03-05-2026"
"CLOSED","S13010","04-20-2026","174213049","","1","1","41B551088P1","Blow Out Coil","15","15","","","15","04-29-2026","04-29-2026","EEM-Erie Electronics Manufacturing","37.29","559.35","USD","Lori Scholl","Net 150 Qrtly","08-07-2025"
"CLOSED","S13010","04-20-2026","174138316","","1","1","41B551088P1","Blow Out Coil","25","25","","","25","04-29-2026","04-29-2026","EEM-Erie Electronics Manufacturing","37.29","932.25","USD","Lori Scholl","Net 150 Qrtly","06-05-2025"
"CLOSED","S13010","04-15-2026","174183817","","1","1","9960282G1","Shunt","82","82","","","82","04-24-2026","04-24-2026","EEM-Erie Electronics Manufacturing","16.93","1388.26","USD","James Green","Net 150 Qrtly","07-15-2025"
"CLOSED","S13010","04-20-2026","174295768","","1","1","84B526562AHP1","TERMINAL","2","2","","","2","04-29-2026","04-29-2026","EPM-B6","475.37","950.74","USD","James Green","Net 150 Qrtly","10-12-2025"
"CLOSED","S13010","04-16-2026","174108740","","1","1","8868241AAP20","Terminal, St 1600/24 3/8 2 Holes","60","60","","","60","04-27-2026","04-27-2026","EPM-B6","27.3","1638","USD","James Green","Net 150 Qrtly","05-13-2025"
"CLOSED","S13010","04-20-2026","174295767","","1","1","84B526562AGP1","T1 TERMINAL","2","2","","","2","04-29-2026","04-29-2026","EPM-B6","484.52","969.04","USD","James Green","Net 150 Qrtly","10-12-2025"
"CLOSED","S13010","04-02-2026","174233987","","1","1","84C620845P3","Terminal","9","9","","","9","04-13-2026","04-21-2026","EPM-B6","48.92","440.28","USD","James Green","Net 150 Qrtly","08-21-2025"
"CLOSED","S13010","04-20-2026","174278087","","1","1","84B526562AJP1","TERMINAL","2","2","","","2","04-29-2026","04-29-2026","EPM-B6","475.37","950.74","USD","James Green","Net 150 Qrtly","09-28-2025"
"CLOSED","S13010","04-10-2026","210435705","","1","1","8868241AAP16","Terminal 775/24","100","100","","","100","04-28-2026","04-28-2026","XST - Saltillo Mfg","15.42","1542","USD","Edison Granados","Net 150 Qrtly","09-25-2025"
"CLOSED","S13010","04-16-2026","174229695","","1","1","41A296332AJP1","Spring Asm","56","56","","","56","04-27-2026","04-27-2026","EEM-Erie Electronics Manufacturing","53.87","3016.72","USD","James Green","Net 150 Qrtly","08-19-2025"
"ACCEPTED","S13010","06-17-2026","174303831","","1","1","4735488G3","Coil","32","","32","32","","06-26-2026","06-26-2026","EEM-Erie Electronics Manufacturing","135.23","4327.36","USD","Lori Scholl","Net 150 Qrtly","10-19-2025"
"ACCEPTED","S13010","07-07-2026","174335025","","1","1","84C620843P1","Terminal","6","","6","6","","07-16-2026","07-16-2026","EPM-B6","108.92","653.52","USD","James Green","Net 150 Qrtly","11-13-2025"
"ACCEPTED","S13010","07-29-2026","174334809","","1","1","41A296332AJP1","Spring Asm","21","","21","21","","08-07-2026","08-07-2026","EEM-Erie Electronics Manufacturing","53.87","1131.27","USD","James Green","Net 150 Qrtly","11-13-2025"
"ACCEPTED","S13010","08-03-2026","174310936","","1","1","4735488G3","Coil","7","","7","7","","08-12-2026","08-12-2026","EEM-Erie Electronics Manufacturing","135.23","946.61","USD","Lori Scholl","Net 150 Qrtly","10-24-2025"
"ACCEPTED","S13010","06-10-2026","174334181","","1","1","336B640P6","Armature","147","","147","147","","06-19-2026","06-19-2026","EEM-Erie Electronics Manufacturing","7.64","1123.08","USD","James Green","Net 150 Qrtly","11-13-2025"
"ACCEPTED","S13010","08-03-2026","174307923","","1","1","4735488G3","Coil","4","","4","4","","08-12-2026","08-12-2026","EEM-Erie Electronics Manufacturing","135.23","540.92","USD","Lori Scholl","Net 150 Qrtly","10-22-2025"
"ACCEPTED","S13010","05-27-2026","174334598","","1","1","9960190G5","Contact Tip Silver Cad-oxid","12","","12","12","","06-05-2026","06-05-2026","EEM-Erie Electronics Manufacturing","35.75","429","USD","James Green","Net 150 Qrtly","11-13-2025"
"CLOSED","S13010","04-21-2026","174290332","","1","1","41A326131P1","SPACER","108","108","","","108","04-30-2026","04-30-2026","EEM-Erie Electronics Manufacturing","13.79","1489.32","USD","James Green","Net 150 Qrtly","10-08-2025"
"CLOSED","S13010","04-21-2026","174293739","","1","1","41A326131P1","SPACER","156","156","","","156","04-30-2026","04-30-2026","EEM-Erie Electronics Manufacturing","13.79","2151.24","USD","James Green","Net 150 Qrtly","10-10-2025"
"CLOSED","S13010","04-14-2026","174275635","","1","1","8868241AAP16","Terminal 775/24","34","34","","","34","04-23-2026","04-23-2026","ECM-Erie Cab Manufacturing","15.42","524.28","USD","James Green","Net 150 Qrtly","09-25-2025"
"CLOSED","S13010","04-08-2026","174276331","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","15","15","","","15","04-17-2026","04-17-2026","EKD-B12","33.96","509.4","USD","James Green","Net 150 Qrtly","09-26-2025"
"REVISED","S13010","04-08-2026","990498867","","1","1","84D735289ADG1","CONN. RING ""N""","16","","16","16","","07-03-2026","","GCM - Contagem Mfg","611.35","9781.6","USD","Vitória Pereira","Net 150 Qrtly","04-02-2026"
"CLOSED","S13010","03-11-2026","174414506","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","241","241","","","241","03-20-2026","04-21-2026","CLE - Cleveland Svc","21.7","5229.7","USD","Rosa Cantu","Net 150 Qrtly","02-03-2026"
"CLOSED","S13010","03-20-2026","210429118","","1","2","84C642136P2","Terminal Extension TA","3","3","","","3","04-07-2026","04-22-2026","XMM - BAF Laredo","142.13","426.39","USD","Celina Hernandez","Net 150 Qrtly","06-27-2025"
"CLOSED","S13010","03-26-2026","210448387","","1","1","84C642134P1","Terminal Extension TC","5","5","","","5","04-13-2026","04-22-2026","XMM - Monterrey","163.07","815.35","USD","Celina Hernandez","Net 150 Qrtly","04-12-2026"
"REVISED","S13010","01-26-2027","174507900","","1","1","41A324557G1","Finger","143","","143","143","","02-04-2027","","EEM-Erie Electronics Manufacturing","28.79","4116.97","USD","James Green","Net 150 Qrtly","04-09-2026"
"NEW","S13010","09-10-2026","174520856","","1","1","41A296332ACP2","Cross Bar","3","","3","3","","09-21-2026","","EEM-Erie Electronics Manufacturing","37.95","113.85","USD","James Green","Net 150 Qrtly","04-19-2026"
"CLOSED","S13010","04-15-2026","174284400","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","24","24","","","24","04-24-2026","04-24-2026","EKD-B12","33.96","815.04","USD","James Green","Net 150 Qrtly","10-02-2025"
"CLOSED","S13010","04-10-2026","174282528","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","18","18","","","18","04-21-2026","04-21-2026","EKD-B12","33.96","611.28","USD","James Green","Net 150 Qrtly","10-01-2025"
"CLOSED","S13010","01-01-2026","174024530","","1","1","41C626910P1","Card Holder - 7 Slots","21","21","","","21","02-16-2026","03-27-2026","TXD - Texas Locomotive Distribution","141.65","2974.65","USD","Tiffany DeMeritt","Net 150 Qrtly","03-05-2025"
"CLOSED","S13010","04-07-2026","174211674","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","92","92","","","92","04-22-2026","04-22-2026","Wabtec Plainfield Warehouse","33.96","3124.32","USD","Valeria Parra","Net 150 Qrtly","08-06-2025"
"CANCELLED","S13010","12-30-2025","210439980","","1","1","84D730417ABG2","Bus Ring Aux T22","","","","","","01-19-2026","05-13-2026","XMM - BAF Laredo","1629.87","32597.4","USD","Maribel Ramirez","Net 150 Qrtly","12-01-2025"
"CANCELLED","S13010","12-30-2025","210439979","","1","1","84D730417ABG1","Bus Ring Aux T21","","","","","","01-19-2026","05-13-2026","XMM - BAF Laredo","1624.97","32499.4","USD","Maribel Ramirez","Net 150 Qrtly","12-01-2025"
"CANCELLED","S13010","12-30-2025","210439981","","1","1","84D730417G1","Bus Ring Aux T23","","","","","","01-19-2026","05-13-2026","XMM - BAF Laredo","1628.77","32575.4","USD","Maribel Ramirez","Net 150 Qrtly","12-01-2025"
"CLOSED","S13010","04-16-2026","174385473","","1","1","41A265399ABP2","CONNECTN STRIP","50","50","","","50","04-29-2026","04-29-2026","TXL - Texas Locomotive Manufacturing","16.19","809.5","USD","Tiffany DeMeritt","Net 150 Qrtly","01-09-2026"
"CLOSED","S13010","02-27-2026","174469825","","1","1","482A946G2","Contact","14","14","","","14","03-16-2026","05-29-2026","Wabtec Plainfield Warehouse","30.31","424.34","USD","Valeria Parra","Net 150 Qrtly","03-15-2026"
"CLOSED","S13010","04-15-2026","174326552","","1","1","84E904859BCG100","BUSBAR KIT","2","2","","","2","04-28-2026","04-28-2026","TXO - Texas OHV Manufacturing","1951.5","3903","USD","Alfonso Escobar","Net 150 Qrtly","11-06-2025"
"CLOSED","S13010","04-07-2026","174321428","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","57","57","","","57","04-20-2026","04-20-2026","TXO - Texas OHV Manufacturing","33.96","1935.72","USD","Alfonso Escobar","Net 150 Qrtly","11-04-2025"
"CLOSED","S13010","04-03-2026","174210335","","1","1","482A946G2","Contact","14","14","","","14","04-14-2026","04-14-2026","EEM-Erie Electronics Manufacturing","36.98","517.72","USD","James Green","Net 150 Qrtly","08-06-2025"
"CLOSED","S13010","03-11-2026","174185188","","1","1","482A946G2","Contact","14","14","","","14","03-20-2026","03-20-2026","EEM-Erie Electronics Manufacturing","36.98","517.72","USD","James Green","Net 150 Qrtly","07-16-2025"
"CLOSED","S13010","04-15-2026","174256375","","1","1","336B640P6","Armature","171","171","","","171","04-24-2026","04-24-2026","EEM-Erie Electronics Manufacturing","7.64","1306.44","USD","James Green","Net 150 Qrtly","09-11-2025"
"CLOSED","S13010","04-09-2026","174334734","","1","1","84A204082ABP1","CONNECTN STRIP","60","60","","","60","04-22-2026","04-22-2026","TXL - Texas Locomotive Manufacturing","12.14","728.4","USD","Tiffany DeMeritt","Net 150 Qrtly","11-13-2025"
"CLOSED","S13010","03-11-2026","174213051","","1","1","482A946G2","Contact","14","14","","","14","03-20-2026","04-17-2026","EEM-Erie Electronics Manufacturing","36.98","517.72","USD","James Green","Net 150 Qrtly","08-07-2025"
"CLOSED","S13010","01-15-2026","174283664","","1","1","9960190G5","Contact Tip Silver Cad-oxid","310","310","","","310","01-30-2026","02-04-2026","Wabtec Plainfield Warehouse","35.75","11082.5","USD","Valeria Parra","Net 150 Qrtly","10-02-2025"
"CLOSED","S13010","04-15-2026","174348591","","1","1","501A232P1","TERMINAL","8","8","","","8","04-24-2026","04-24-2026","EEM-Erie Electronics Manufacturing","98.83","790.64","USD","James Green","Net 150 Qrtly","11-26-2025"
"NEW","S13010","11-19-2026","174520752","","1","1","41A296332BMP2","Cross Bar","3","","3","3","","11-30-2026","","EEM-Erie Electronics Manufacturing","119.24","357.72","USD","James Green","Net 150 Qrtly","04-19-2026"
